data_date,source_url,table_idx,table_section,row,col,header_top,header_left,value
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,0,,0,0,,,일일경제지표 (24. 8. 7 수) 17:30 현재
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,0,,,
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,1,,,’ 22말
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,2,,,’ 23말
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,3,,,’ 24.7말
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,4,,,8/5
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,5,,,8/6
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,6,,,8/7
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,7,,,전일비
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,0,8,,,23말비
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,1,0,,,콜금리 (1일.%)
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,1,1,’ 22말,콜금리 (1일.%),3.21
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,1,2,’ 23말,콜금리 (1일.%),3.55
2024-08-07,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000070120&menuNo=6010200,1,금리,1,3,’ 24.7말,콜금리 (1일.%),3.51
