data_date,source_url,table_idx,table_section,row,col,header_top,header_left,value
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,0,,0,0,,,일일경제지표 (25. 1. 16 목) 17:30 현재
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,0,,,
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,1,,,’ 22말
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,2,,,’ 23말
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,3,,,’ 24.12말
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,4,,,1/14
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,5,,,1/15
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,6,,,1/16
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,7,,,전일비
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,0,8,,,24말비
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,0,,,콜금리 (1일.%)
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,1,’ 22말,콜금리 (1일.%),3.21
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,2,’ 23말,콜금리 (1일.%),3.55
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,3,’ 24.12말,콜금리 (1일.%),3.10
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,4,1/14,콜금리 (1일.%),3.06
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,5,1/15,콜금리 (1일.%),2.99
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,6,1/16,콜금리 (1일.%),3.00
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,7,전일비,콜금리 (1일.%),0.01
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,1,8,24말비,콜금리 (1일.%),△0.10
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,0,,,"CD (91 일, %)"
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,1,’ 22말,"CD (91 일, %)",3.98
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,2,’ 23말,"CD (91 일, %)",3.83
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,3,’ 24.12말,"CD (91 일, %)",3.44
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,4,1/14,"CD (91 일, %)",3.00
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,5,1/15,"CD (91 일, %)",2.99
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,6,1/16,"CD (91 일, %)",2.99
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,7,전일비,"CD (91 일, %)",0
2025-01-16,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000072270&menuNo=6010200,1,금리,2,8,24말비,"CD (91 일, %)",△0.45
