일일경제지표('19.10.29)
"data_date,2019-10-29"

[표]
일일경제지표 (19. 10. 29. 화) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.9 말,10.25,10.28,10.29,전일비,18말비
콜금리 (1일),1.55,1.82,1.54,1.23,1.24,1.54,0.30,△0.28
CD (91 일),1.66,1.93,1.55,1.37,1.44,1.44,0,△0.49
국고채 (3년),2.14,1.82,1.30,1.44,1.52,1.50,△0.02,△0.32
"회사채 (3년, AA-)",2.68,2.29,1.80,1.94,2.02,1.99,△0.02,△0.29
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,797",63,"2,895","1,143","△1,752",-

[주가]
,‘17 말,‘18 말,‘19.9 말,10.25,10.28,10.29,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,063.05","2,087.89","2,093.60","2,092.69",△0.04%,2.53%
"- 거래대금 (억원, 일평균)","42,744","41,207","34,892","52,088","44,293","38,538",△12.99%,-
KOSDAQ,798.42,675.65,621.76,652.37,652.42,658.30,0.90%,△2.57%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",△534,△7,△342,△650,90,-

[환율]
,‘17 말,‘18 말,‘19.9 말,10.25,10.28,10.29,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,196.20","1,173.00","1,170.70","1,163.00",△0.66,4.24
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,195.50","1,172.30","1,169.60","1,162.40",△0.62,4.26
￦/ CNY,163.90,162.79,167.55,165.84,165.74,164.59,△0.69,1.11
￦/ Y100,949.28,"1,008.86","1,109.54","1,079.61","1,076.60","1,067.27",△0.87,5.79
Y/U$,112.77,110.59,107.81,108.65,108.74,108.97,0.21,△1.46
U$/EUR,1.1927,1.1455,1.0935,1.1108,1.1087,1.1090,0.03,△3.19
CNY/U$,6.5426,6.8522,7.1255,7.0670,7.0599,7.0535,△0.09,2.94

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.9 말,10.25,10.28,10.29,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.10,1.94,1.93,1.93,0,△0.87
DOW,"24,719","23,062","26,820","26,806","26,958","27,091",0.49%,17.47%
NIKKEI,"22,765","20,015","21,756","22,800","22,867","22,974",0.47%,14.79%
SHANGHAI COMP,"3,307","2,494","2,905","2,955","2,980","2,954",△0.87%,18.46%
"외평채가산금리(23년물, bp)",76,63,38,37,37,37,0.00,△26.00
"CDS (5 년, bp)",56,40,34,30,30,29,0.52,△11.21
"CRS (1 년, %)",1.38,1.21,0.66,0.71,0.74,0.75,0.01,△0.47

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.9 말,10.24,10.25,10.28,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,60.94,61.04,61.46,61.46,0,16.27%
WTI 선물 ($/배럴),60.42,45.33,54.07,56.23,56.66,55.81,△1.50%,23.12%
밀 (센트/부셀),427,512,496,516,518,512,△1.16%,0
옥수수 (센트/부셀),351,376,388,387,387,384,△0.78%,2.13%
동 ($/톤),"7,157","6,018","5,728","5,869","5,868","5,889",0.36%,△2.14%
알루미늄 ($/톤),"2,242","1,881","1,704","1,715","1,711","1,727",0.94%,△8.19%

[반도체]
,‘17,‘18,‘19.7 월,8월,9월,10.24,10.25,10.28,10월 (~28)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.39,3.53,3.26,2.92,2.91,2.90,3.03
"(%, YoY)",41.6,8.3,△57.6,△54.1,△55.8,△58.2,△58.5,△58.5,△57.3
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.20,5.42,5.69,5.79,5.79,5.80,5.77
"(%, YoY)",33.8,△2.6,△21.3,△14.3,△2.5,△1.1,△1.1,△0.8,△0.9
