일일경제지표('20.10.8)
"data_date,2020-10-08"

[표]
일일경제지표 (20. 10. 8. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.9 말,10.6,10.7,10.8,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.47,0.46,0.48,0.02,△0.83
CD (91 일),1.93,1.53,0.63,0.63,0.63,0.63,0,△0.90
국고채 (3년),1.82,1.36,0.85,0.91,0.91,0.91,△0.00,△0.45
"회사채 (3년, AA-)",2.29,1.94,2.19,2.24,2.24,2.24,△0.00,0.30
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,237","3,163","8,870","5,542","△3,328",-

[주가]
,‘18 말,‘19 말,‘20.9 말,10.6,10.7,10.8,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,327.89","2,365.90","2,386.94","2,391.96",0.21%,8.84%
"- 거래대금 (억원, 일평균)","41,207","54,296","89,711","106,827","111,314","89,711",△19.41%,-
KOSDAQ,675.65,669.83,848.15,862.58,869.66,871.62,0.23%,30.13%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,350",△235,△549,"7,611","△1,485",-

[환율]
,‘18 말,‘19 말,‘20.9 말,10.6,10.7,10.8,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,169.50","1,161.00","1,158.20","1,153.30",△0.42,△0.27
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,170.00","1,161.20","1,158.70","1,153.80",△0.42,△0.14
￦/ CNY,162.79,165.50,171.50,170.97,170.61,169.84,△0.45,2.62
￦/ Y100,"1,008.86","1,059.75","1,107.27","1,099.12","1,095.54","1,088.22",△0.67,2.69
Y/U$,110.59,109.12,105.62,105.63,105.72,105.98,0.25,△2.88
U$/EUR,1.1455,1.1194,1.1670,1.1781,1.1740,1.1774,0.29,5.18
CNY/U$,6.8522,6.9848,6.8225,6.7898,6.7898,6.7898,0,△2.79

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.9 말,10.6,10.7,10.8,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.22,0.23,0.22,0.23,0.01,△1.71
DOW,"23,062","28,645","27,584","28,149","27,773","28,303",1.91%,△0.56%
NIKKEI,"20,015","23,657","23,539","23,434","23,423","23,647",0.96%,△0.04%
SHANGHAI COMP,"2,494","3,040","3,237","3,218","3,218","3,218",0,5.97%
"외평채가산금리(23년물, bp)",63,37,38,36,36,34,△2.00,△2.00
"CDS (5 년, bp)",40,22,27,26,25,25,△0.21,3.00
"CRS (1 년, %)",1.21,0.83,0.08,0.08,0.10,0.10,0,△0.73

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.9 말,10.5,10.6,10.7,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,40.36,39.27,40.55,41.24,1.70%,△38.69%
WTI 선물 ($/배럴),45.33,61.06,40.22,39.22,40.67,39.95,△1.77%,△34.57%
밀 (센트/부셀),512,559,578,584,593,608,2.53%,8.77%
옥수수 (센트/부셀),376,388,379,380,385,389,1.04%,0.26%
동 ($/톤),"6,018","6,156","6,610","6,508","6,509","6,525",0.25%,5.99%
알루미늄 ($/톤),"1,881","1,800","1,737","1,742","1,755","1,746",△0.51%,△3.00%

[반도체]
,‘18,‘19,‘20.7 월,8월,9월,10.5,10.6,10.7,10월 (~7)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.68,2.58,2.90,2.95,2.95,2.95,2.95
"(%, YoY)",8.3,△51.7,△21.0,△27.0,△11.2,△5.3,△4.5,△4.0,△1.9
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.45,5.57,5.64,5.64,5.67,5.64,5.64
"(%, YoY)",△2.6,△15.9,4.6,2.9,△0.9,△1.8,△2.2,△2.4,△2.4
