일일경제지표('20.2.26)
"data_date,2020-02-26"

[표]
일일경제지표 (20. 2. 26. 수) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.1 말,2.24,2.25,2.26,전일비,19말비
콜금리 (1일),1.82,1.31,1.24,1.23,1.24,1.25,0.01,△0.06
CD (91 일),1.93,1.53,1.42,1.41,1.41,1.41,0,△0.12
국고채 (3년),1.82,1.36,1.30,1.14,1.17,1.14,△0.04,△0.23
"회사채 (3년, AA-)",2.29,1.94,1.90,1.74,1.77,1.73,△0.03,△0.20
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"4,212",276,"1,103","△3,680","△4,783",-

[주가]
,‘18 말,‘19 말,‘20.1 말,2.24,2.25,2.26,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,119.01","2,079.04","2,103.61","2,076.77",△1.28%,△5.50%
"- 거래대금 (억원, 일평균)","41,207","54,296","71,052","71,058","93,154","89,522",△3.90%,-
KOSDAQ,675.65,669.83,642.48,639.29,656.95,654.63,△0.35%,△2.27%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△4,398","△7,398","△6,546","△10,675",63,-

[환율]
,‘18 말,‘19 말,‘20.1 말,2.24,2.25,2.26,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,191.80","1,220.20","1,210.30","1,216.90",0.55,5.23
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,191.20","1,220.10","1,210.20","1,216.40",0.51,5.28
￦/ CNY,162.79,165.50,172.44,173.52,172.58,173.31,0.42,4.72
￦/ Y100,"1,008.86","1,059.75","1,093.09","1,093.66","1,091.93","1,102.46",0.96,4.03
Y/U$,110.59,109.12,109.03,111.57,110.84,110.38,△0.42,1.15
U$/EUR,1.1455,1.1194,1.1023,1.0817,1.0854,1.0872,0.17,△2.88
CNY/U$,6.8522,6.9848,6.9364,7.0341,7.0117,7.0239,0.17,0.56

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.1 말,2.24,2.25,2.26,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.78,1.68,1.68,1.65,△0.03,△0.30
DOW,"23,062","28,645","28,859","28,992","27,961","27,081",△3.15%,△4.85%
NIKKEI,"20,015","23,657","23,205","23,387","22,605","22,426",△0.79%,△5.20%
SHANGHAI COMP,"2,494","3,040","2,977","3,031","3,013","2,988",△0.83%,△1.61%
"외평채가산금리(23년물, bp)",63,37,40,41,42,42,0,6.00
"CDS (5 년, bp)",40,22,26,28,28,30,1.22,7.39
"CRS (1 년, %)",1.21,0.83,0.77,0.63,0.60,0.52,△0.09,△0.31

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.1 말,2.21,2.24,2.25,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,58.45,56.41,54.64,54.48,△0.29%,△19.01%
WTI 선물 ($/배럴),45.33,61.06,51.56,53.38,51.43,49.90,△2.97%,△18.28%
밀 (센트/부셀),512,559,554,552,535,537,0.37%,△3.94%
옥수수 (센트/부셀),376,388,381,377,376,377,0.27%,△2.84%
동 ($/톤),"6,018","6,156","5,570","5,702","5,658","5,664",0.11%,△7.99%
알루미늄 ($/톤),"1,881","1,800","1,710","1,677","1,673","1,685",0.72%,△6.39%

[반도체]
,‘18,‘19,‘19.11 월,12월,‘20.1 월,2.21,2.24,2.25,2월 (~25)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.81,2.91,3.24,3.32,3.32,3.34,3.39
"(%, YoY)",8.3,△51.7,△58.6,△55.0,△45.6,△42.4,△42.3,△41.7,△41.4
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.89,5.94,6.08,6.07,6.07,6.07,6.12
"(%, YoY)",△2.6,△15.9,2.7,7.3,17.2,22.5,22.6,22.7,22.8
