일일경제지표('20.4.23)
"data_date,2020-04-23"

[표]
일일경제지표 (20. 4. 23. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.3 말,4.21,4.22,4.23,전일비,19말비
콜금리 (1일),1.82,1.31,0.76,0.75,0.75,0.74,△0.01,△0.57
CD (91 일),1.93,1.53,1.10,1.10,1.10,1.10,0,△0.43
국고채 (3년),1.82,1.36,1.07,1.04,1.05,1.04,△0.01,△0.32
"회사채 (3년, AA-)",2.29,1.94,2.08,2.19,2.20,2.20,0,0.27
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,720,"1,878","7,936","5,787","△2,149",-

[주가]
,‘18 말,‘19 말,‘20.3 말,4.21,4.22,4.23,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,754.64","1,879.38","1,896.15","1,914.73",0.98%,△12.87%
"- 거래대금 (억원, 일평균)","41,207","54,296","90,810","119,159","138,631","94,286",△31.99%,-
KOSDAQ,675.65,669.83,569.07,628.77,635.16,643.79,1.36%,△3.89%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,724","△5,896",△626,"△1,405",125,-

[환율]
,‘18 말,‘19 말,‘20.3 말,4.21,4.22,4.23,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,217.40","1,229.70","1,232.20","1,229.70",△0.20,6.34
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,216.20","1,231.30","1,235.20","1,232.00",△0.26,6.63
￦/ CNY,162.79,165.50,171.87,173.47,174.12,173.69,△0.25,4.95
￦/ Y100,"1,008.86","1,059.75","1,123.48","1,144.33","1,145.81","1,140.83",△0.43,7.65
Y/U$,110.59,109.12,108.36,107.46,107.54,107.79,0.23,△1.22
U$/EUR,1.1455,1.1194,1.1003,1.0840,1.0861,1.0829,△0.29,△3.26
CNY/U$,6.8522,6.9848,7.0927,7.0826,7.0810,7.0734,△0.11,1.27

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.3 말,4.21,4.22,4.23,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,1.45,1.11,1.10,1.04,△0.05,△0.90
DOW,"23,062","28,645","22,327","23,650","23,019","23,476",1.99%,△17.52%
NIKKEI,"20,015","23,657","18,917","19,281","19,138","19,429",1.52%,△17.87%
SHANGHAI COMP,"2,494","3,040","2,750","2,827","2,844","2,839",△0.19%,△6.53%
"외평채가산금리(23년물, bp)",63,37,59,74,74,72,△2.00,36.00
"CDS (5 년, bp)",40,22,40,35,36,37,1.34,15.07
"CRS (1 년, %)",1.21,0.83,△0.53,△0.32,△0.60,△0.49,0.11,△1.32

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.3 말,4.20,4.21,4.22,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,23.43,20.78,17.37,13.52,△22.16%,△79.90%
WTI 선물 ($/배럴),45.33,61.06,20.48,△37.63,10.01,13.78,37.66%,△77.43%
밀 (센트/부셀),512,559,569,548,546,544,△0.37%,△2.68%
옥수수 (센트/부셀),376,388,341,322,317,325,2.52%,△16.24%
동 ($/톤),"6,018","6,156","4,797","5,170","4,995","5,034",0.78%,△18.23%
알루미늄 ($/톤),"1,881","1,800","1,489","1,452","1,444","1,462",1.25%,△18.78%

[반도체]
,‘18,‘19,‘20.1 월,2월,3월,4.20,4.21,4.22,4월 (~22)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.24,3.39,3.54,3.47,3.45,3.44,3.55
"(%, YoY)",8.3,△51.7,△45.6,△41.4,△29.8,△16.7,△16.0,△15.8,△16.4
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.08,6.11,6.00,5.74,5.73,5.73,5.77
"(%, YoY)",△2.6,△15.9,17.2,22.7,21.8,16.4,14.2,13.7,16.3
