일일경제지표('20.10.16)
"data_date,2020-10-16"

[표]
일일경제지표 (20. 10. 16. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.9 말,10.14,10.15,10.16,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.54,0.50,0.47,△0.03,△0.84
CD (91 일),1.93,1.53,0.63,0.63,0.63,0.63,0,△0.90
국고채 (3년),1.82,1.36,0.85,0.90,0.88,0.89,0.01,△0.47
"회사채 (3년, AA-)",2.29,1.94,2.19,2.24,2.22,2.23,0.01,0.29
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,237",△232,"1,600","1,418",△182,-

[주가]
,‘18 말,‘19 말,‘20.9 말,10.14,10.15,10.16,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,327.89","2,380.48","2,361.21","2,341.53",△0.83%,6.55%
"- 거래대금 (억원, 일평균)","41,207","54,296","89,711","102,031","110,184","130,294",18.25%,-
KOSDAQ,675.65,669.83,848.15,861.48,844.44,833.84,△1.26%,24.49%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△1,350",△707,△416,"△1,814",336,-

[환율]
,‘18 말,‘19 말,‘20.9 말,10.14,10.15,10.16,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,169.50","1,146.90","1,143.20","1,147.40",0.37,△0.78
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,170.00","1,147.00","1,143.40","1,147.40",0.35,△0.69
￦/ CNY,162.79,165.50,171.50,170.37,169.84,171.04,0.71,3.35
￦/ Y100,"1,008.86","1,059.75","1,107.27","1,087.52","1,085.97","1,090.06",0.38,2.86
Y/U$,110.59,109.12,105.62,105.46,105.27,105.26,△0.01,△3.54
U$/EUR,1.1455,1.1194,1.1670,1.1745,1.1746,1.1697,△0.42,4.49
CNY/U$,6.8522,6.9848,6.8225,6.7384,6.7209,6.7206,△0.00,△3.78

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.9 말,10.14,10.15,10.16,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.22,0.23,0.24,0.23,△0.01,△1.71
DOW,"23,062","28,645","27,584","28,680","28,514","28,494",△0.07%,0.11%
NIKKEI,"20,015","23,657","23,539","23,627","23,507","23,411",△0.41%,△1.04%
SHANGHAI COMP,"2,494","3,040","3,237","3,341","3,332","3,336",0.13%,9.87%
"외평채가산금리(23년물, bp)",63,37,38,36,35,34,△1.00,△2.00
"CDS (5 년, bp)",40,22,27,25,26,27,0.60,4.29
"CRS (1 년, %)",1.21,0.83,0.08,0.11,0.07,0.11,0.04,△0.72

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.9 말,10.13,10.14,10.15,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,40.36,41.19,41.62,42.01,0.94%,△37.55%
WTI 선물 ($/배럴),45.33,61.06,40.22,40.20,41.04,40.96,△0.19%,△32.92%
밀 (센트/부셀),512,559,578,594,597,618,3.52%,10.55%
옥수수 (센트/부셀),376,388,379,391,397,404,1.76%,4.12%
동 ($/톤),"6,018","6,156","6,610","6,700","6,702","6,684",△0.27%,8.58%
알루미늄 ($/톤),"1,881","1,800","1,737","1,841","1,836","1,824",△0.65%,1.33%

[반도체]
,‘18,‘19,‘20.7 월,8월,9월,10.13,10.14,10.15,10월 (~15)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.68,2.58,2.90,2.96,2.95,2.94,2.95
"(%, YoY)",8.3,△51.7,△21.0,△27.0,△11.2,△3.4,△3.6,△3.8,△1.9
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.45,5.57,5.64,5.64,5.64,5.64,5.64
"(%, YoY)",△2.6,△15.9,4.6,2.9,△0.9,△2.3,△2.5,△2.5,△2.4
