일일경제지표('19.7.3)
"data_date,2019-07-03"

[표]
일일경제지표 (19. 7. 3. 수) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.6 말,7.1,7.2,7.3,전일비,18말비
콜금리 (1일),1.55,1.82,1.76,1.83,1.75,1.73,△0.02,△0.09
CD (91 일),1.66,1.93,1.78,1.78,1.78,1.78,0,△0.15
국고채 (3년),2.14,1.82,1.47,1.48,1.46,1.43,△0.03,△0.39
"회사채 (3년, AA-)",2.68,2.29,1.97,1.97,1.96,1.93,△0.03,△0.36
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","4,334","1,816","3,603","1,434","△2,169",-

[주가]
,‘17 말,‘18 말,‘19.6 말,7.1,7.2,7.3,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,130.62","2,129.74","2,122.02","2,096.02",△1.23%,2.69%
"- 거래대금 (억원, 일평균)","42,744","41,207","51,224","42,824","47,301","41,075",△13.16%,-
KOSDAQ,798.42,675.65,690.53,696.00,696.25,693.04,△0.46%,2.57%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","2,888","2,281",163,"△1,674","△1,125",-

[환율]
,‘17 말,‘18 말,‘19.6 말,7.1,7.2,7.3,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,154.70","1,158.80","1,166.00","1,171.30",0.45,4.98
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,153.80","1,157.70","1,165.30","1,170.40",0.44,4.98
￦/ CNY,163.90,162.79,168.31,169.28,169.67,170.17,0.29,4.53
￦/ Y100,949.28,"1,008.86","1,072.24","1,068.71","1,075.84","1,088.57",1.18,7.90
Y/U$,112.77,110.59,107.69,108.43,108.38,107.60,△0.72,△2.70
U$/EUR,1.1927,1.1455,1.1369,1.1330,1.1293,1.1281,△0.11,△1.52
CNY/U$,6.5426,6.8522,6.8609,6.8456,6.8594,6.8854,0.38,0.48

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.6 말,7.1,7.2,7.3,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.33,2.32,2.32,2.33,△0.28,0.49
DOW,"24,719","23,062","26,527","26,600","26,717","26,787",3.48%,15.85%
NIKKEI,"22,765","20,015","21,276","21,730","21,754","21,638",△0.53%,8.11%
SHANGHAI COMP,"3,307","2,494","2,979","3,045","3,044","3,015",△0.94%,20.91%
"외평채가산금리(23년물, bp)",76,63,32,31,31,31,16.00,△32.00
"CDS (5 년, bp)",56,40,33,33,31,31,0.69,△8.86
"CRS (1 년, %)",1.38,1.21,0.83,0.89,0.92,0.88,0.04,△0.33

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.6 말,6.28,7.1,7.2,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,64.88,64.88,64.92,63.43,△2.30%,20.00%
WTI 선물 ($/배럴),60.42,45.33,58.47,58.47,59.09,56.25,△4.81%,24.09%
밀 (센트/부셀),427,512,527,527,512,503,△1.76%,△1.76%
옥수수 (센트/부셀),351,376,432,432,423,426,0.71%,13.30%
동 ($/톤),"7,157","6,018","5,972","5,972","5,999","5,910",△1.48%,△1.79%
알루미늄 ($/톤),"2,242","1,881","1,774","1,774","1,778","1,756",△1.24%,△6.65%

[반도체]
,‘17,‘18,19. 4월,5월,6월,6.28,7.1,7.2,7월 (~2)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,4.25,3.74,3.38,3.14,3.13,3.11,3.12
"(%, YoY)",41.6,8.3,△52.6,△57.5,△60.4,△62.2,△62.4,△62.7,△61.0
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.96,5.07,5.04,5.04,5.08,5.10,5.09
"(%, YoY)",33.8,△2.6,△26.7,△24.6,△24.5,△24.3,△23.8,△23.5,△23.1
