일일경제지표('20.5.14)
"data_date,2020-05-14"

[표]
일일경제지표 (20. 5. 14. 목) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.4 말,5.12,5.13,5.14,전일비,19말비
콜금리 (1일),1.82,1.31,0.73,0.73,0.73,0.72,△0.01,△0.59
CD (91 일),1.93,1.53,1.10,1.05,1.05,1.05,0,△0.48
국고채 (3년),1.82,1.36,1.01,0.89,0.86,0.87,0.01,△0.49
"회사채 (3년, AA-)",2.29,1.94,2.22,2.17,2.16,2.17,0.02,0.23
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,926","5,595","9,010","4,245","△4,765",-

[주가]
,‘18 말,‘19 말,‘20.4 말,5.12,5.13,5.14,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,947.56","1,922.17","1,940.42","1,924.96",△0.80%,△12.41%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,750","77,527","197,216","90,123",△54.30%,-
KOSDAQ,675.65,669.83,645.18,684.21,691.53,690.57,△0.14%,3.10%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","2,131","△4,102","△3,374","△5,739",70,-

[환율]
,‘18 말,‘19 말,‘20.4 말,5.12,5.13,5.14,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,218.20","1,224.80","1,223.80","1,228.00",0.34,6.19
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,218.90","1,225.00","1,223.90","1,227.90",0.33,6.27
￦/ CNY,162.79,165.50,172.31,172.80,172.50,173.09,0.34,4.59
￦/ Y100,"1,008.86","1,059.75","1,143.31","1,139.99","1,142.24","1,149.27",0.62,8.45
Y/U$,110.59,109.12,106.55,107.44,107.14,106.85,△0.27,△2.08
U$/EUR,1.1455,1.1194,1.0843,1.0813,1.0850,1.0801,△0.45,△3.51
CNY/U$,6.8522,6.9848,7.0792,7.0900,7.0878,7.0982,0.15,1.62

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.4 말,5.12,5.13,5.14,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.84,0.43,0.43,0.42,△0.01,△1.52
DOW,"23,062","28,645","24,102","24,222","23,765","23,248",△2.17%,△18.32%
NIKKEI,"20,015","23,657","19,771","20,366","20,267","19,915",△1.74%,△15.82%
SHANGHAI COMP,"2,494","3,040","2,822","2,892","2,898","2,870",△0.96%,△5.48%
"외평채가산금리(23년물, bp)",63,37,70,69,70,70,0,34.00
"CDS (5 년, bp)",40,22,36,35,35,36,0.28,13.32
"CRS (1 년, %)",1.21,0.83,△0.39,△0.03,0.02,△0.01,△0.02,△0.83

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.4 말,5.11,5.12,5.13,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,20.73,26.72,26.93,26.84,△0.33%,△60.10%
WTI 선물 ($/배럴),45.33,61.06,18.84,24.14,25.78,25.29,△1.90%,△58.58%
밀 (센트/부셀),512,559,524,517,515,502,△2.52%,△10.20%
옥수수 (센트/부셀),376,388,320,319,322,318,△1.24%,△18.04%
동 ($/톤),"6,018","6,156","5,231","5,231","5,324","5,213",△2.08%,△15.32%
알루미늄 ($/톤),"1,881","1,800","1,461","1,455","1,443","1,439",△0.28%,△20.06%

[반도체]
,‘18,‘19,‘20.2 월,3월,4월,5.11,5.12,5.13,5월 (~13)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.39,3.54,3.51,3.25,3.22,3.21,3.26
"(%, YoY)",8.3,△51.7,△41.4,△29.8,△17.5,△14.1,△14.7,△14.7,△12.7
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.11,6.00,5.76,5.73,5.73,5.73,5.73
"(%, YoY)",△2.6,△15.9,22.7,21.8,16.0,12.3,12.3,12.3,12.9
