일일경제지표('20.5.8)
"data_date,2020-05-08"

[표]
일일경제지표 (20. 5. 8. 금) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.4 말,5.6,5.7,5.8,전일비,19말비
콜금리 (1일),1.82,1.31,0.73,0.76,0.72,0.71,△0.01,△0.60
CD (91 일),1.93,1.53,1.10,1.10,1.08,1.08,0,△0.45
국고채 (3년),1.82,1.36,1.01,0.96,0.95,0.91,△0.03,△0.45
"회사채 (3년, AA-)",2.29,1.94,2.22,2.20,2.20,2.18,△0.02,0.25
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,926","6,482","5,797","1,690","△4,107",-

[주가]
,‘18 말,‘19 말,‘20.4 말,5.6,5.7,5.8,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,947.56","1,928.76","1,928.61","1,945.82",0.89%,△11.46%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,750","102,619","85,507","73,833",△13.65%,-
KOSDAQ,675.65,669.83,645.18,658.40,668.17,682.30,2.11%,1.86%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","2,131","△2,379","△3,059","1,180",△139,-

[환율]
,‘18 말,‘19 말,‘20.4 말,5.6,5.7,5.8,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,218.20","1,222.10","1,225.00","1,219.90",△0.42,5.49
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,218.90","1,221.80","1,224.60","1,219.60",△0.41,5.56
￦/ CNY,162.79,165.50,172.31,172.22,172.80,172.33,△0.27,4.13
￦/ Y100,"1,008.86","1,059.75","1,143.31","1,148.91","1,152.83","1,147.17",△0.49,8.25
Y/U$,110.59,109.12,106.55,106.37,106.26,106.34,0.08,△2.55
U$/EUR,1.1455,1.1194,1.0843,1.0819,1.0796,1.0841,0.42,△3.15
CNY/U$,6.8522,6.9848,7.0792,7.0887,7.0921,7.0746,△0.25,1.29

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.4 말,5.6,5.7,5.8,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.84,0.50,0.47,0.45,△0.03,△1.50
DOW,"23,062","28,645","24,102","23,883","23,665","23,876",0.89%,△16.11%
NIKKEI,"20,015","23,657","19,771","19,619","19,675","20,179",2.56%,△14.70%
SHANGHAI COMP,"2,494","3,040","2,822","2,878","2,872","2,895",0.83%,△4.66%
"외평채가산금리(23년물, bp)",63,37,70,70,71,70,△1.00,34.00
"CDS (5 년, bp)",40,22,36,35,36,36,△0.89,13.32
"CRS (1 년, %)",1.21,0.83,△0.39,△0.32,△0.31,△0.20,0.11,△1.03

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.4 말,5.5,5.6,5.7,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,20.73,26.00,26.88,26.88,0,△60.04%
WTI 선물 ($/배럴),45.33,61.06,18.84,24.56,23.99,23.55,△1.83%,△61.43%
밀 (센트/부셀),512,559,524,521,518,523,0.97%,△6.44%
옥수수 (센트/부셀),376,388,320,317,314,318,1.27%,△18.04%
동 ($/톤),"6,018","6,156","5,231","5,112","5,200","5,228",0.54%,△15.07%
알루미늄 ($/톤),"1,881","1,800","1,461","1,438","1,443","1,450",0.49%,△19.44%

[반도체]
,‘18,‘19,‘20.2 월,3월,4월,5.5,5.6,5.7,5월 (~7)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.39,3.54,3.51,3.29,3.28,3.27,3.29
"(%, YoY)",8.3,△51.7,△41.4,△29.8,△17.5,△14.1,△13.7,△13.7,△12.0
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.11,6.00,5.76,5.73,5.73,5.73,5.73
"(%, YoY)",△2.6,△15.9,22.7,21.8,16.0,12.3,12.3,12.3,12.9
