일일경제지표('20.11.16)
"data_date,2020-11-16"

[표]
일일경제지표 (20. 11. 16. 월) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.10 말,11.12,11.13,11.16,전일비,19말비
콜금리 (1일),1.82,1.31,0.48,0.48,0.48,0.48,0,△0.83
CD (91 일),1.93,1.53,0.63,0.66,0.66,0.66,0,△0.87
국고채 (3년),1.82,1.36,0.94,0.97,0.97,0.97,0.01,△0.39
"회사채 (3년, AA-)",2.29,1.94,2.25,2.26,2.25,2.25,0.00,0.32
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"2,012","△2,396",47,"1,985","1,938",-

[주가]
,‘18 말,‘19 말,‘20.10 말,11.12,11.13,11.16,전일비,19말비
KOSPI,"2,041.04","2,197.67","2,267.15","2,475.62","2,493.87","2,543.03",1.97%,15.71%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,577","183,073","164,200","170,438",3.80%,-
KOSDAQ,675.65,669.83,792.65,840.08,839.14,847.33,0.98%,26.50%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","△12,846","4,962","4,823","5,712",18,-

[환율]
,‘18 말,‘19 말,‘20.10 말,11.12,11.13,11.16,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,135.10","1,114.80","1,115.60","1,109.30",△0.56,△4.07
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,134.80","1,115.40","1,116.20","1,108.90",△0.65,△4.02
￦/ CNY,162.79,165.50,169.07,168.21,168.39,168.53,0.08,1.83
￦/ Y100,"1,008.86","1,059.75","1,088.82","1,060.10","1,062.78","1,061.12",△0.16,0.13
Y/U$,110.59,109.12,104.25,105.16,104.97,104.54,△0.41,△4.20
U$/EUR,1.1455,1.1194,1.1683,1.1763,1.1804,1.1846,0.36,5.82
CNY/U$,6.8522,6.9848,6.6927,6.6292,6.6227,6.5783,△0.67,△5.82

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.10 말,11.12,11.13,11.16,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.21,0.21,0.22,0.22,0.00,△1.72
DOW,"23,062","28,645","26,659","29,398","29,081","29,480",1.37%,3.58%
NIKKEI,"20,015","23,657","22,977","25,521","25,386","25,907",2.05%,9.51%
SHANGHAI COMP,"2,494","3,040","3,225","3,338","3,310","3,347",1.11%,10.22%
"외평채가산금리(23년물, bp)",63,37,31,24,24,24,0,△12.00
"CDS (5 년, bp)",40,22,25,22,22,22,0.05,0.18
"CRS (1 년, %)",1.21,0.83,0.10,0.25,0.24,0.24,△0.01,△0.59

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.10 말,11.11,11.12,11.13,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,37.18,44.44,43.95,43.15,△1.82%,△35.86%
WTI 선물 ($/배럴),45.33,61.06,35.79,41.45,41.12,40.13,△2.41%,△34.28%
밀 (센트/부셀),512,559,599,598,588,594,1.02%,6.26%
옥수수 (센트/부셀),376,388,399,417,408,411,0.74%,5.93%
동 ($/톤),"6,018","6,156","6,695","6,913","6,904","6,926",0.32%,12.51%
알루미늄 ($/톤),"1,881","1,800","1,821","1,905","1,905","1,918",0.68%,6.56%

[반도체]
,‘18,‘19,’20.8 월,9월,10월,11.11,11.12,11.13,11월 (~13)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,2.58,2.90,2.92,2.85,2.82,2.82,2.84
"(%, YoY)",8.3,△51.7,△27.0,△11.2,△3.0,△0.2,△0.4,△0.5,1.2
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,5.57,5.64,5.65,5.65,5.65,5.64,5.65
"(%, YoY)",△2.6,△15.9,2.9,△0.9,△2.3,△3.7,△3.7,△3.9,△4.2
