일일경제지표('19.5.30)
"data_date,2019-05-30"

[표]
일일경제지표 (19. 5. 30. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.4 말,5.28,5.29,5.30,전일비,18말비
콜금리 (1일),1.55,1.82,1.73,1.75,1.75,1.75,0,△0.07
CD (91 일),1.66,1.93,1.84,1.84,1.84,1.84,0,△0.09
국고채 (3년),2.14,1.82,1.70,1.65,1.62,1.63,0.01,△0.19
"회사채 (3년, AA-)",2.68,2.29,2.17,2.13,2.10,2.11,0.01,△0.18
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","2,084","6,493","6,194","1,922","△4,272",-

[주가]
,‘17 말,‘18 말,‘19.4 말,5.28,5.29,5.30,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,203.59","2,048.83","2,023.32","2,038.80",0.77%,△0.11%
"- 거래대금 (억원, 일평균)","42,744","41,207","49,859","35,066","80,802","46,866",△42.00%,-
KOSDAQ,798.42,675.65,754.74,702.76,691.47,689.33,△0.31%,2.02%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730",340,"△7,159","△4,898",△308,△94,-

[환율]
,‘17 말,‘18 말,‘19.4 말,5.28,5.29,5.30,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,168.20","1,185.80","1,193.90","1,188.80",△0.43,6.55
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,167.00","1,185.10","1,192.80","1,187.90",△0.41,6.55
￦/ CNY,163.90,162.79,173.32,171.76,172.75,172.20,△0.32,5.78
￦/ Y100,949.28,"1,008.86","1,048.84","1,083.42","1,093.21","1,083.78",△0.86,7.43
Y/U$,112.77,110.59,111.38,109.45,109.21,109.69,0.44,△0.81
U$/EUR,1.1927,1.1455,1.1181,1.1182,1.1162,1.1131,△0.28,△2.83
CNY/U$,6.5426,6.8522,6.7401,6.9031,6.9122,6.9062,△0.09,0.79

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.4 말,5.28,5.29,5.30,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,2.58,2.52,2.52,2.52,△0.07,0.28
DOW,"24,719","23,062","26,554","25,586","25,348","25,126",△1.83%,9.91%
NIKKEI,"22,765","20,015","22,259","21,260","21,003","20,943",△0.29%,4.64%
SHANGHAI COMP,"3,307","2,494","3,078","2,910","2,915","2,906",△0.31%,16.52%
"외평채가산금리(23년물, bp)",76,63,34,31,31,31,16.00,△32.00
"CDS (5 년, bp)",56,40,32,35,37,36,1.21,△4.15
"CRS (1 년, %)",1.38,1.21,1.10,0.96,0.94,0.93,0.01,△0.28

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.4 말,5.27,5.28,5.29,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,71.63,66.88,66.31,67.13,1.24%,27.00%
WTI 선물 ($/배럴),60.42,45.33,63.91,0.00,59.14,58.81,△0.56%,29.74%
밀 (센트/부셀),427,512,429,-,505,491,△2.77%,△4.10%
옥수수 (센트/부셀),351,376,363,-,420,419,△0.24%,11.44%
동 ($/톤),"7,157","6,018","6,442",-,"5,957","5,865",△1.54%,△2.54%
알루미늄 ($/톤),"2,242","1,881","1,809",-,"1,773","1,770",△0.17%,△5.90%

[반도체]
,‘17,‘18,19. 2월,3월,4월,5.27,5.28,5.29,5월 (~29)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,5.79,5.05,4.25,3.66,3.63,3.62,3.75
"(%, YoY)",41.6,8.3,△37.5,△44.3,△52.6,△58.1,△58.0,△58.1,△57.3
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,4.98,4.92,4.96,5.04,5.06,5.06,5.07
"(%, YoY)",33.8,△2.6,△25.3,△27.9,△26.7,△25.0,△24.5,△24.5,△24.6
