일일 경제지표('25.4.21)
"data_date,2025-04-21"

[표]
일일경제지표 (25. 4. 21) 17:30 현재

[금리]
,’ 23말,’ 24말,’ 25.3말,4/17,4/18,4/21,전일비,24말비
콜금리 (1일.%),3.55,3.10,2.73,2.75,2.78,2.78,0,△0.32
"CD (91 일, %)",3.83,3.44,2.84,2.71,2.71,2.71,0,△0.73
"국고채 (3년, %)",3.15,2.60,2.56,2.39,2.36,2.33,△0.03,△0.27
"회사채 (3년, AA-, %)",3.90,3.29,3.14,2.97,2.94,2.92,△0.02,△0.37
"외국인 채권 순매수 * (상장, 억원)",△406,"3,200","△2,695","3,648","1,121","6,746","5,625",-

[주가]
,’ 23말,’ 24말,’ 25.3말,4/17,4/18,4/21,전일비,24말비
KOSPI,"2,655.28","2,399.49","2,481.12","2,470.41","2,483.42","2,488.42",0.20%,3.71%
- 거래대금 (억원),"94,189","52,272","80,556","65,248","55,496","51,798","△3,698",-
KOSDAQ,866.57,678.19,672.85,711.75,717.77,715.45,△0.32%,5.49%
"외국인순매수 (억원, 기간 중 * )","6,937",116,"△17,904","△2,572","△1,275","△4,042","△2,767",-

[환율]
,’ 23말,’ 24말,’ 25.3말,4/17,4/18,4/21,전일비,24말비
￦/ U$,"1,288.00","1,472.50","1,472.90","1,418.90","1,418.90","1,419.10",△0.30,△3.63
"선물환( NDF,1 월물)","1,286.80","1,473.80","1,470.00","1,415.80","1,415.80","1,416.50",△0.30,△3.89
￦/ CNY,181.37,202.38,203.06,194.25,194.25,194.34,△0.44,△3.97
￦/ Y100,912.25,932.67,989.70,993.80,993.80,"1,007.80",0.78,8.06
Y/U$,141.19,157.88,148.82,142.78,142.78,140.81,△1.07,△10.81
U$/EUR,1.1105,1.0429,1.0832,1.1357,1.1357,1.1506,1.19,10.33
CNY/U$,7.1092,7.2992,7.2517,7.3094,7.3094,7.2902,△0.08,△0.12

[국제금리·주가·가산금리]
,’ 23말,’ 24말,’ 25.3말,4/17,4/18,4/21,전일비,24말비
"SOFR ($, 3 월, %)",5.61,4.33,4.28,4.27,4.27,4.27,0,△0.06
DOW,"37,657","42,992","41,990","39,669","39,142","39,142",0,△8.96%
NIKKEI,"33,540","39,895","35,726","34,378","34,730","34,280",△1.30%,△14.07%
SHANGHAI COMP,"2,955","3,407","3,350","3,280","3,277","3,291",0.45%,△3.40%
"외평채가산금리(30년만기, bp)",34,28,27,36,35,36,1.00,8.00
"CDS (5 년, bp)",28,37,38,36,36,36,△0.28,△0.73
"CRS SOFR (1 년, %)",2.83,2.32,2.13,1.85,1.84,1.79,△0.05,△0.53

[유가·곡물·원자재]
,’ 23말,’ 24말,3/31,4/16,4/17,4/18,전일비,24말비
Dubai ($/ 배럴),77.08,75.94,휴 장,66.63,68.14,휴 장,2.27%,△10.27%
WTI 선물 ($/배럴),71.65,71.72,71.48,62.47,64.68,휴 장,3.54%,△9.82%
밀 (센트/부셀),628,552,537,548,562,휴 장,2.55%,1.81%
옥수수 (센트/부셀),471,459,457,484,490,휴 장,1.24%,6.75%
동 ($/톤),"8,476","8,706","9,673","9,083","9,104",휴 장,0.23%,4.57%
알루미늄 ($/톤),"2,336","2,517","2,519","2,333","2,328",휴 장,△0.21%,△7.51%

[반도체]
,’ 23말,’ 24.12말,’ 25.1말,’ 25.2말,’ 25.3말,4/16,4/17,4/18,4월( ∼18)
"D 램(8 G) 현물가($, 기간평균)",1.74,1.75,1.74,1.73,1.92,1.96,1.97,1.97,1.96
"(%, YoY)",△14.8,0.5,△6.3,△11.1,0.0,1.1,1.3,1.2,1.0
"낸드(128 G) 현물가($, 기간평균)",6.38,6.63,6.63,6.62,6.85,7.00,7.00,7.00,6.95
"(%, YoY)",△2.3,3.9,3.8,3.2,7.0,9.3,9.3,9.3,8.6
