일일경제지표('19.12.19)
"data_date,2019-12-19"

[표]
일일경제지표 (19. 12. 19. 목) 17:30 현재

[금리]
,‘17 말,‘18 말,‘19.11 말,12.17,12.18,12.19,전일비,18말비
콜금리 (1일),1.55,1.82,1.25,1.29,1.28,1.28,0,△0.54
CD (91 일),1.66,1.93,1.53,1.53,1.53,1.53,0,△0.40
국고채 (3년),2.14,1.82,1.39,1.36,1.36,1.38,0.03,△0.43
"회사채 (3년, AA-)",2.68,2.29,1.92,1.93,1.93,1.95,0.02,△0.34
"외국인 채권 순매수 * (상장 , 억원)",△66,"△1,422","1,434",569,"1,634","△1,231","△2,865",-

[주가]
,‘17 말,‘18 말,‘19.11 말,12.17,12.18,12.19,전일비,18말비
KOSPI,"2,467.49","2,041.04","2,087.96","2,195.68","2,194.76","2,196.56",0.08%,7.62%
"- 거래대금 (억원, 일평균)","42,744","41,207","44,832","45,612","63,808","55,190",△13.51%,-
KOSDAQ,798.42,675.65,632.99,650.58,648.95,647.85,△0.17%,△4.11%
"외국인순매수 (억원, 기간 중 * )","1,409","2,730","△4,561","5,719","3,579","2,292",△36,-

[환율]
,‘17 말,‘18 말,‘19.11 말,12.17,12.18,12.19,전일비,18말비
￦/ U$,"1,070.50","1,115.70","1,181.20","1,166.20","1,168.80","1,165.60",△0.27,4.47
"선물환( NDF,1 월물)","1,070.00","1,114.90","1,180.80","1,164.90","1,167.20","1,164.40",△0.24,4.44
￦/ CNY,163.90,162.79,168.23,166.54,166.98,166.35,△0.38,2.19
￦/ Y100,949.28,"1,008.86","1,078.82","1,064.54","1,067.88","1,063.79",△0.38,5.44
Y/U$,112.77,110.59,109.49,109.55,109.45,109.57,0.11,△0.92
U$/EUR,1.1927,1.1455,1.1009,1.1147,1.1133,1.1126,△0.06,△2.87
CNY/U$,6.5426,6.8522,7.0338,6.9989,7.0034,7.0025,△0.01,2.19

[국제금리·주가·가산금리]
,‘17 말,‘18 말,‘19.11 말,12.17,12.18,12.19,전일비,18말비
"LIBOR ($, 3 월, %)",1.69,2.81,1.91,1.90,1.90,1.90,0.00,△0.89
DOW,"24,719","23,062","28,164","28,236","28,267","28,239",△0.10%,22.45%
NIKKEI,"22,765","20,015","23,294","24,066","23,934","23,865",△0.29%,19.24%
SHANGHAI COMP,"3,307","2,494","2,872","3,022","3,017","3,017",0.00%,20.98%
"외평채가산금리(23년물, bp)",76,63,36,37,37,37,0.00,△26.00
"CDS (5 년, bp)",56,40,28,24,23,22,0.35,△17.87
"CRS (1 년, %)",1.38,1.21,0.83,0.80,0.81,0.83,0.02,△0.38

[유가·곡물·원자재]
,‘17 말,‘18 말,‘19.11 말,12.16,12.17,12.18,전일비,18말비
Dubai ($/ 배럴),64.33,52.86,63.83,65.54,65.62,66.14,0.79%,25.12%
WTI 선물 ($/배럴),60.42,45.33,55.17,60.21,60.94,60.93,△0.02%,34.41%
밀 (센트/부셀),427,512,542,550,556,548,△1.51%,7.03%
옥수수 (센트/부셀),351,376,381,388,390,387,△0.77%,2.93%
동 ($/톤),"7,157","6,018","5,854","6,156","6,175","6,127",△0.78%,1.81%
알루미늄 ($/톤),"2,242","1,881","1,786","1,763","1,754","1,758",0.23%,△6.54%

[반도체]
,‘17,‘18,‘19.9 월,10월,11월,12.16,12.17,12.18,12월 (~18)
"D 램(8 G) 현물가($, 기간평균)",7.51,8.14,3.26,3.0,2.81,3.02,3.02,3.02,2.84
"(%, YoY)",41.6,8.3,△55.8,△57.5,△58.6,△53.7,△53.6,△53.4,△56.2
"낸드(128 G) 현물가($, 기간평균)",6.52,6.35,5.69,5.78,5.89,5.94,5.95,5.93,5.92
"(%, YoY)",33.8,△2.6,△2.5,△0.8,2.7,4.9,5.1,4.8,7.0
