일일 경제지표('23.4.5)
"data_date,2023-04-05"

[표]
일일경제지표 (23. 4. 5. 수) 17:30 현재

[금리]
,’21 말,’22 말,’23.3 말,4/3,4/4,4/5,전일비,22말비
콜금리 (1일),1.11,3.21,3.49,3.56,3.44,3.44,0,0.23
CD (91 일),1.29,3.98,3.59,3.59,3.59,3.59,0,0.38
국고채 (3년),1.80,3.72,3.27,3.34,3.28,3.26,△0.02,0.05
"회사채 (3년, AA-)",2.42,5.23,4.07,4.14,4.08,4.07,△0.01,0.86
"외국인 채권 순매수 * (상장 , 억원)","1,858","△2,319","3,474","9,759","3,413","1,962","△1,451",-

[주가]
,‘21 말,’22 말,’23.3 말,4/3,4/4,4/5,전일비,22말비
KOSPI,"2,977.65","2,236.40","2,746.86","2,472.34","2,480.51","2,495.21",0.59%,11.57%
"- 거래대금 (억원, 일평균)","132,923","80,323","153,285","166,668","146,889","169,358",15.30%,-
KOSDAQ,"1,033.98",679.29,847.52,854.96,857.18,872.36,1.77%,28.42%
"외국인순매수 (억원, 기간 중 * )","△2,389","△2,792","5,444","△1,438","△3,942","1,461",△137,-

[환율]
,‘21 말,’22. 말,’23.3 말,4/3,4/4,4/5,전일비,22말비
￦/ U$,"1,188.80","1,264.50","1,301.90","1,316.50","1,315.80","1,310.50",△0.40,3.64
"선물환( NDF,1 월물)","1,190.00","1,265.30","1,298.80","1,314.20","1,313.50","1,308.10",△0.41,3.38
￦/ CNY,186.51,181.44,189.13,191.18,191.39,190.75,△0.33,5.13
￦/ Y100,"1,032.48",945.56,979.61,984.74,991.71,996.65,0.50,5.40
Y/U$,115.14,133.73,132.90,133.69,132.68,131.49,△0.90,△1.68
U$/EUR,1.1318,1.0617,1.0890,1.0806,1.0898,1.0951,0.49,3.15
CNY/U$,6.3681,6.9630,6.8670,6.8887,6.8820,6.8780,△0.06,△1.22

[국제금리·주가·가산금리]
,’21 말,’22 말,’23.3 말,4/3,4/4,4/5,전일비,22말비
"LIBOR ($, 3 월, %)",0.22,4.75,5.18,5.19,5.22,5.22,△0.00,0.47
DOW,"36,489","33,221","32,859","33,274","33,601","33,402",△0.59%,0.55
NIKKEI,"28,792","26,095","28,041","28,188","28,287","27,813",△1.68%,6.59
SHANGHAI COMP,"3,619","3,089","3,273","3,296","3,313","3,313",0,7.23
"외평채가산금리(30년만기, bp)",15,43,39,40,38,37,△1.00,△6.00
"CDS (5 년, bp)",21,55,45,45,45,45,0.06,△9.33
"CRS (1 년, %)",1.00,3.53,3.11,3.59,3.54,3.53,△0.01,0.00

[유가·곡물·원자재]
,’21 말,’22 말,’23.2 말,3/31,4/3,4/4,전일비,22말비
Dubai ($/ 배럴),77.12,78.77,81.92,78.08,84.10,85.08,1.17%,8.01%
WTI 선물 ($/배럴),75.21,80.26,77.05,75.67,80.42,80.71,0.36%,0.56%
밀 (센트/부셀),771,792,706,692,694,692,△0.29%,△12.63%
옥수수 (센트/부셀),593,679,630,661,658,654,△0.61%,△3.68%
동 ($/톤),"9,692","8,387","8,844","8,935","8,956","8,930",△0.29%,6.47%
알루미늄 ($/톤),"2,806","2,361","2,300","2,337","2,381","2,342",△1.64%,△0.80%

[반도체]
,’21,‘22,‘22.12 월,‘23.1 월,‘23.2 월,3/31,4/3,4/4,4월 (~4)
"D 램(8 G) 현물가($, 기간평균)",3.99,3.07,2.05,1.93,1.83,1.66,1.66,1.65,1.65
"(%, YoY)",29.9,△23.0,△40.3,△48.2,△52.9,△54.9,△54.6,△54.5,△54.2
"낸드(128 G) 현물가($, 기간평균)",6.55,7.25,6.53,6.51,6.46,6.40,6.40,6.40,6.40
"(%, YoY)",14.7,10.7,△12.4,△13.7,△15.5,△20.5,△20.8,△20.9,△20.9
