일일경제지표('21.3.26)
"data_date,2021-03-26"

[표]
일일경제지표 (21. 3. 26. 금) 17:30 현재

[금리]
,‘19 말,‘20 말,‘21.2 말,3.24,3.25,3.26,전일비,20말비
콜금리 (1일),1.31,0.57,0.52,0.49,0.47,0.51,0.04,△0.06
CD (91 일),1.53,0.66,0.74,0.75,0.75,0.75,0,0.09
국고채 (3년),1.36,0.98,1.02,1.12,1.09,1.12,0.03,0.14
"회사채 (3년, AA-)",1.94,2.21,2.05,2.06,2.05,2.06,0.01,△0.15
"외국인 채권 순매수 * (상장 , 억원)",100,"5,408","12,979","9,001",△58,"△1,181","△1,123",-

[주가]
,‘19 말,‘20 말,‘21.2 말,3.24,3.25,3.26,전일비,20말비
KOSPI,"2,197.67","2,873.47","3,012.95","2,996.35","3,008.33","3,041.01",1.09%,5.83%
"- 거래대금 (억원, 일평균)","54,296","179,288","217,906","192,098","165,294","165,833",0.33%,-
KOSDAQ,669.83,968.42,913.94,953.82,954.99,956.11,0.12%,△1.27%
"외국인순매수 (억원, 기간 중 * )","△2,816","1,840","△30,474","△3,937","△1,738","2,073",△219,-

[환율]
,‘19 말,‘20 말,‘21.2 말,3.24,3.25,3.26,전일비,20말비
￦/ U$,"1,156.40","1,086.30","1,123.50","1,133.60","1,133.30","1,129.30",△0.35,3.96
"선물환( NDF,1 월물)","1,155.40","1,086.30","1,123.70","1,133.60","1,133.70","1,129.50",△0.37,3.98
￦/ CNY,165.50,166.04,173.93,173.77,173.44,172.61,△0.48,3.96
￦/ Y100,"1,059.75","1,051.19","1,058.41","1,044.99","1,040.39","1,033.78",△0.64,△1.66
Y/U$,109.12,103.34,106.15,108.48,108.93,109.24,0.28,5.71
U$/EUR,1.1194,1.2279,1.2156,1.1841,1.1813,1.1785,△0.24,△4.02
CNY/U$,6.9848,6.5305,6.4662,6.5252,6.5343,6.5408,0.10,0.16

[국제금리·주가·가산금리]
,‘19 말,‘20 말,‘21.2 말,3.24,3.25,3.26,전일비,20말비
"LIBOR ($, 3 월, %)",1.94,0.25,0.19,0.19,0.20,0.20,△0.01,△0.06
DOW,"28,645","30,410","31,402","32,423","32,420","32,619",0.62%,7.27%
NIKKEI,"23,657","27,444","28,966","28,406","28,730","29,177",1.56%,6.31%
SHANGHAI COMP,"3,040","3,473","3,509","3,367","3,364","3,418",1.63%,△1.58%
"외평채가산금리(30년만기, bp)",50,32,21,21,22,22,0,△10.00
"CDS (5 년, bp)",22,22,23,23,23,23,0.02,0.30
"CRS (1 년, %)",0.83,0.24,0.05,0.11,0.14,0.15,0.00,△0.10

[유가·곡물·원자재]
,‘19 말,‘20 말,‘21.2 말,3.23,3.24,3.25,전일비,20말비
Dubai ($/ 배럴),67.27,51.14,64.29,63.00,60.98,62.43,2.38%,22.08%
WTI 선물 ($/배럴),61.06,48.52,61.50,57.76,61.18,58.56,△4.28%,20.69%
밀 (센트/부셀),559,641,660,635,625,613,△1.92%,△4.37%
옥수수 (센트/부셀),388,484,548,551,553,547,△1.08%,13.02%
동 ($/톤),"6,156","7,742","9,173","9,017","9,016","8,781",△2.61%,13.42%
알루미늄 ($/톤),"1,800","1,978","2,203","2,205","2,221","2,208",△0.59%,11.63%

[반도체]
,‘19,‘20,‘20.10 월,11월,12월,3.23,3.24,3.25,3월 (~25)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,2.92,2.82,3.17,4.30,4.30,4.28,4.40
"(%, YoY)",△51.7,△21.9,△3.0,0.3,8.7,22.4,22.9,22.1,24.2
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,5.65,5.64,5.61,5.96,5.96,5.96,5.91
"(%, YoY)",△15.9,7.0,△2.3,△4.4,△5.4,0.1,0.5,1.3,△1.5
