일일경제지표('20.5.26)
"data_date,2020-05-26"

[표]
일일경제지표 (20. 5. 26. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.4 말,5.22,5.25,5.26,전일비,19말비
콜금리 (1일),1.82,1.31,0.73,0.73,0.72,0.72,0,△0.59
CD (91 일),1.93,1.53,1.10,1.02,1.02,1.02,0,△0.51
국고채 (3년),1.82,1.36,1.01,0.84,0.82,0.84,0.02,△0.52
"회사채 (3년, AA-)",2.29,1.94,2.22,2.17,2.15,2.18,0.02,0.24
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,926","△1,680","3,232",△847,"△4,079",-

[주가]
,‘18 말,‘19 말,‘20.4 말,5.22,5.25,5.26,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,947.56","1,970.13","1,994.60","2,029.78",1.76%,△7.64%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,750","86,369","95,097","79,603",△16.29%,-
KOSDAQ,675.65,669.83,645.18,708.58,719.89,729.11,1.28%,8.85%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","2,131","△6,024",△435,△211,△51,-

[환율]
,‘18 말,‘19 말,‘20.4 말,5.22,5.25,5.26,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,218.20","1,237.00","1,244.20","1,234.30",△0.80,6.74
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,218.90","1,237.00","1,244.00","1,234.60",△0.76,6.85
￦/ CNY,162.79,165.50,172.31,173.48,174.20,172.94,△0.72,4.50
￦/ Y100,"1,008.86","1,059.75","1,143.31","1,151.66","1,155.46","1,144.25",△0.97,7.97
Y/U$,110.59,109.12,106.55,107.41,107.68,107.87,0.18,△1.15
U$/EUR,1.1455,1.1194,1.0843,1.0924,1.0877,1.0925,0.44,△2.40
CNY/U$,6.8522,6.9848,7.0792,7.1209,7.1387,7.1318,△0.10,2.10

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.4 말,5.22,5.25,5.26,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.84,0.36,0.37,0.37,0,△1.58
DOW,"23,062","28,645","24,102","24,474","24,465","24,465",0,△14.04%
NIKKEI,"20,015","23,657","19,771","20,388","20,742","21,271",2.55%,△10.09%
SHANGHAI COMP,"2,494","3,040","2,822","2,814","2,818","2,847",1.01%,△6.26%
"외평채가산금리(23년물, bp)",63,37,70,68,69,69,0,33.00
"CDS (5 년, bp)",40,22,36,30,30,29,△0.71,6.89
"CRS (1 년, %)",1.21,0.83,△0.39,0,0.07,0.09,0.02,△0.74

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.4 말,5.21,5.22,5.25,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,20.73,34.10,32.62,32.62,0,△51.51%
WTI 선물 ($/배럴),45.33,61.06,18.84,33.92,33.25,33.25,0,△45.55%
밀 (센트/부셀),512,559,524,516,509,509,0,△8.94%
옥수수 (센트/부셀),376,388,320,318,318,318,0,△18.04%
동 ($/톤),"6,018","6,156","5,231","5,387","5,243","5,243",0,△14.83%
알루미늄 ($/톤),"1,881","1,800","1,461","1,487","1,473","1,473",0,△18.17%

[반도체]
,‘18,‘19,‘20.2 월,3월,4월,5.21,5.22,5.25,5월 (~25)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.39,3.54,3.51,3.11,3.11,3.11,3.20
"(%, YoY)",8.3,△51.7,△41.4,△29.8,△17.5,△15.2,△15.1,△15.0,△14.4
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.11,6.00,5.76,5.70,5.60,5.50,5.70
"(%, YoY)",△2.6,△15.9,22.7,21.8,16.0,14.0,11.4,9.1,12.3
