일일경제지표('20.5.12)
"data_date,2020-05-12"

[표]
일일경제지표 (20. 5. 12. 화) 17:30 현재

[금리]
,‘18 말,‘19 말,‘20.4 말,5.8,5.11,5.12,전일비,19말비
콜금리 (1일),1.82,1.31,0.73,0.71,0.72,0.73,0.01,△0.58
CD (91 일),1.93,1.53,1.10,1.08,1.05,1.05,0,△0.48
국고채 (3년),1.82,1.36,1.01,0.91,0.93,0.89,△0.04,△0.47
"회사채 (3년, AA-)",2.29,1.94,2.22,2.18,2.20,2.17,△0.02,0.24
"외국인 채권 순매수 * (상장 , 억원)","△1,422",100,"3,926","1,690","17,134","5,595","△11,539",-

[주가]
,‘18 말,‘19 말,‘20.4 말,5.8,5.11,5.12,전일비,19말비
KOSPI,"2,041.04","2,197.67","1,947.56","1,945.82","1,935.40","1,922.17",△0.68%,△12.54%
"- 거래대금 (억원, 일평균)","41,207","54,296","103,750","73,833","79,415","77,527",△2.38%,-
KOSDAQ,675.65,669.83,645.18,682.30,685.04,684.21,△0.12%,2.15%
"외국인순매수 (억원, 기간 중 * )","2,730","△2,816","2,131","1,180","△2,748","△4,102",49,-

[환율]
,‘18 말,‘19 말,‘20.4 말,5.8,5.11,5.12,전일비,19말비
￦/ U$,"1,115.70","1,156.40","1,218.20","1,219.90","1,220.50","1,224.80",0.35,5.91
"선물환( NDF,1 월물)","1,114.90","1,155.40","1,218.90","1,219.60","1,220.20","1,225.00",0.39,6.02
￦/ CNY,162.79,165.50,172.31,172.33,172.37,172.80,0.25,4.41
￦/ Y100,"1,008.86","1,059.75","1,143.31","1,147.17","1,141.08","1,139.99",△0.10,7.57
Y/U$,110.59,109.12,106.55,106.34,106.96,107.44,0.45,△1.54
U$/EUR,1.1455,1.1194,1.0843,1.0841,1.0844,1.0813,△0.29,△3.40
CNY/U$,6.8522,6.9848,7.0792,7.0746,7.0840,7.0900,0.08,1.51

[국제금리·주가·가산금리]
,‘18 말,‘19 말,‘20.4 말,5.8,5.11,5.12,전일비,19말비
"LIBOR ($, 3 월, %)",2.81,1.94,0.84,0.45,0.43,0.43,0,△1.51
DOW,"23,062","28,645","24,102","23,876","24,331","24,222",△0.45%,△14.90%
NIKKEI,"20,015","23,657","19,771","20,179","20,391","20,366",△0.12%,△13.91%
SHANGHAI COMP,"2,494","3,040","2,822","2,895","2,895","2,892",△0.11%,△4.78%
"외평채가산금리(23년물, bp)",63,37,70,70,69,69,0,33.00
"CDS (5 년, bp)",40,22,36,36,36,35,△0.39,12.97
"CRS (1 년, %)",1.21,0.83,△0.39,△0.20,△0.07,△0.03,0.04,△0.85

[유가·곡물·원자재]
,‘18 말,‘19 말,‘20.4 말,5.7,5.8,5.11,전일비,19말비
Dubai ($/ 배럴),52.86,67.27,20.73,26.88,25.92,26.72,3.09%,△60.28%
WTI 선물 ($/배럴),45.33,61.06,18.84,23.55,24.74,24.14,△2.43%,△60.47%
밀 (센트/부셀),512,559,524,523,522,517,△0.96%,△7.51%
옥수수 (센트/부셀),376,388,320,318,319,319,0,△17.78%
동 ($/톤),"6,018","6,156","5,231","5,228","5,228","5,231",0.06%,△15.03%
알루미늄 ($/톤),"1,881","1,800","1,461","1,450","1,450","1,455",0.34%,△19.17%

[반도체]
,‘18,‘19,‘20.2 월,3월,4월,5.7,5.8,5.11,5월 (~11)
"D 램(8 G) 현물가($, 기간평균)",8.14,3.93,3.39,3.54,3.51,3.27,3.26,3.25,3.28
"(%, YoY)",8.3,△51.7,△41.4,△29.8,△17.5,△13.7,△13.8,△14.1,△12.3
"낸드(128 G) 현물가($, 기간평균)",6.35,5.34,6.11,6.00,5.76,5.73,5.73,5.73,5.73
"(%, YoY)",△2.6,△15.9,22.7,21.8,16.0,12.3,12.3,12.3,12.9
