일일경제지표('21.3.4)
"data_date,2021-03-04"

[표]
일일경제지표 (21. 3. 4. 목) 17:30 현재

[금리]
,‘19 말,‘20 말,‘21.2 말,3.2,3.3,3.4,전일비,20말비
콜금리 (1일),1.31,0.57,0.52,0.59,0.47,0.47,0,△0.10
CD (91 일),1.53,0.66,0.74,0.74,0.74,0.74,0,0.08
국고채 (3년),1.36,0.98,1.02,1.02,1.02,1.03,0.01,0.05
"회사채 (3년, AA-)",1.94,2.21,2.05,2.05,2.05,2.06,0.01,△0.15
"외국인 채권 순매수 * (상장 , 억원)",100,"5,408","12,979","10,072","12,145","9,633","△2,512",-

[주가]
,‘19 말,‘20 말,‘21.2 말,3.2,3.3,3.4,전일비,20말비
KOSPI,"2,197.67","2,873.47","3,012.95","3,043.87","3,082.99","3,043.49",△1.28%,5.92%
"- 거래대금 (억원, 일평균)","54,296","179,288","217,906","266,544","236,779","178,937",△24.43%,-
KOSDAQ,669.83,968.42,913.94,923.17,930.80,926.20,△0.49%,△4.36%
"외국인순매수 (억원, 기간 중 * )","△2,816","1,840","△30,474","2,601",△360,"△10,344","2,775",-

[환율]
,‘19 말,‘20 말,‘21.2 말,3.2,3.3,3.4,전일비,20말비
￦/ U$,"1,156.40","1,086.30","1,123.50","1,124.00","1,120.30","1,125.10",0.43,3.57
"선물환( NDF,1 월물)","1,155.40","1,086.30","1,123.70","1,123.80","1,120.40","1,125.40",0.45,3.60
￦/ CNY,165.50,166.04,173.93,173.69,173.41,173.95,0.31,4.76
￦/ Y100,"1,059.75","1,051.19","1,058.41","1,052.34","1,048.28","1,050.32",0.19,△0.08
Y/U$,109.12,103.34,106.15,106.81,106.87,107.12,0.23,3.66
U$/EUR,1.1194,1.2279,1.2156,1.2025,1.2079,1.2058,△0.17,△1.80
CNY/U$,6.9848,6.5305,6.4662,6.4720,6.4663,6.4665,0.00,△0.98

[국제금리·주가·가산금리]
,‘19 말,‘20 말,‘21.2 말,3.2,3.3,3.4,전일비,20말비
"LIBOR ($, 3 월, %)",1.94,0.25,0.19,0.19,0.18,0.18,△0.00,△0.07
DOW,"28,645","30,410","31,402","31,536","31,392","31,270",△0.39%,2.83%
NIKKEI,"23,657","27,444","28,966","29,408","29,559","28,930",△2.13%,5.41%
SHANGHAI COMP,"3,040","3,473","3,509","3,509","3,577","3,503",△2.05%,0.88%
"외평채가산금리(30년만기, bp)",50,32,21,22,22,22,0,△10.00
"CDS (5 년, bp)",22,22,23,23,23,23,0.29,0.46
"CRS (1 년, %)",0.83,0.24,0.05,0.05,0.07,0.08,0.00,△0.17

[유가·곡물·원자재]
,‘19 말,‘20 말,‘21.2 말,3.1,3.2,3.3,전일비,20말비
Dubai ($/ 배럴),67.27,51.14,64.29,64.23,61.41,61.44,0.05%,20.14%
WTI 선물 ($/배럴),61.06,48.52,61.50,60.64,59.75,61.28,2.56%,26.30%
밀 (센트/부셀),559,641,660,680,666,656,△1.50%,2.34%
옥수수 (센트/부셀),388,484,548,538,545,535,△1.83%,10.54%
동 ($/톤),"6,156","7,742","9,173","9,198","9,214","9,266",0.56%,19.68%
알루미늄 ($/톤),"1,800","1,978","2,203","2,155","2,176","2,203",1.24%,11.38%

[반도체]
,‘19,‘20,‘20.10 월,11월,12월,3.1,3.2,3.3,3월 (~3)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,2.92,2.82,3.17,4.38,4.43,4.43,4.41
"(%, YoY)",△51.7,△21.9,△3.0,0.3,8.7,27.7,28.4,25.8,24.4
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,5.65,5.64,5.61,5.84,5.84,5.84,5.84
"(%, YoY)",△15.9,7.0,△2.3,△4.4,△5.4,△4.1,△4.3,△4.3,△2.6
