일일경제지표('21.12.17)
"data_date,2021-12-17"

[표]
일일경제지표 (21. 12. 17. 금) 17:30 현재

[금리]
,‘19 말,‘20 말,‘21.11 말,12.15,12.16,12.17,전일비,20말비
콜금리 (1일),1.31,0.57,1.01,1.00,1.00,0.97,△0.03,0.40
CD (91 일),1.53,0.66,1.26,1.27,1.27,1.27,0,0.61
국고채 (3년),1.36,0.98,1.80,1.81,1.77,1.77,0.00,0.79
"회사채 (3년, AA-)",1.94,2.21,2.37,2.43,2.40,2.40,0,0.19
"외국인 채권 순매수 * (상장 , 억원)",100,"5,408","11,436","9,481","2,399","1,451",△948,-

[주가]
,‘19 말,‘20 말,‘21.11 말,12.15,12.16,12.17,전일비,20말비
KOSPI,"2,197.67","2,873.47","2,839.01","2,989.39","3,006.41","3,017.73",0.38%,5.02%
"- 거래대금 (억원, 일평균)","54,296","179,288","164,260","123,167","101,152","110,048",8.79%,-
KOSDAQ,669.83,968.42,965.63,"1,003.52","1,007.86","1,001.26",△0.65%,3.39%
"외국인순매수 (억원, 기간 중 * )","△2,816","1,840","△2,350",△149,"1,933","5,017",160,-

[환율]
,‘19 말,‘20 말,‘21.11 말,12.15,12.16,12.17,전일비,20말비
￦/ U$,"1,156.40","1,086.30","1,187.90","1,185.20","1,183.90","1,180.90",△0.25,8.71
"선물환( NDF,1 월물)","1,155.40","1,086.30","1,188.30","1,185.40","1,183.40","1,180.50",△0.25,8.67
￦/ CNY,165.50,166.04,186.46,186.30,185.94,185.27,△0.36,11.58
￦/ Y100,"1,059.75","1,051.19","1,049.47","1,042.30","1,036.96","1,040.44",0.34,△1.02
Y/U$,109.12,103.34,113.19,113.71,114.17,113.50,△0.59,9.83
U$/EUR,1.1194,1.2279,1.1310,1.1269,1.1287,1.1339,0.46,△7.66
CNY/U$,6.9848,6.5305,6.3724,6.3639,6.3663,6.3697,0.05,△2.46

[국제금리·주가·가산금리]
,‘19 말,‘20 말,’21.11 말,12.15,12.16,12.17,전일비,20말비
"LIBOR ($, 3 월, %)",1.94,0.25,0.18,0.20,0.21,0.22,0.00,△0.04
DOW,"28,645","30,410","35,136","35,544","35,927","35,988",0.17%,18.34%
NIKKEI,"23,657","27,444","27,822","28,460","29,066","28,546",△1.79%,4.01%
SHANGHAI COMP,"3,040","3,473","3,564","3,648","3,675","3,632",△1.16%,4.59%
"외평채가산금리(30년만기, bp)",50,32,16,16,17,18,1.00,△14.00
"CDS (5 년, bp)",22,22,20,20,20,20,△0.12,△2.16
"CRS (1 년, %)",0.83,0.24,0.81,0.81,0.81,0.87,0.05,0.63

[유가·곡물·원자재]
,‘19 말,‘20 말,’21.11 말,12.14,12.15,12.16,전일비,20말비
Dubai ($/ 배럴),67.27,51.14,71.88,73.39,72.01,73.37,1.89%,43.47%
WTI 선물 ($/배럴),61.06,48.52,66.18,70.37,70.87,72.38,2.13%,49.18%
밀 (센트/부셀),559,641,787,787,756,771,1.98%,20.28%
옥수수 (센트/부셀),388,484,568,590,586,591,0.85%,22.11%
동 ($/톤),"6,156","7,742","9,605","9,485","9,290","9,506",2.33%,22.78%
알루미늄 ($/톤),"1,800","1,978","2,635","2,636","2,597","2,630",1.27%,32.96%

[반도체]
,‘19,‘20,‘21.9 월,10월,11월,12.14,12.15,12.16,12월 (~16)
"D 램(8 G) 현물가($, 기간평균)",3.93,3.07,3.74,3.56,3.23,3.28,3.33,3.35,3.30
"(%, YoY)",△51.7,△21.9,29.0,21.9,14.6,9.6,10.4,4.1,4.3
"낸드(128 G) 현물가($, 기간평균)",5.34,5.71,6.95,7.27,7.35,7.48,7.48,7.48,7.43
"(%, YoY)",△15.9,7.0,23.3,28.8,30.5,33.3,33.3,33.3,32.3
